profile_id,strategy_id,strategy_name,score,why_useful
0ba98754-d766-499e-b182-03e685f7ce8b,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999982129921725,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
0ba98754-d766-499e-b182-03e685f7ce8b,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999979791800128,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
79e17efa-2cbf-497c-b04f-014b719104ca,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999984821368217,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
79e17efa-2cbf-497c-b04f-014b719104ca,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.999998204494128,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
79e17efa-2cbf-497c-b04f-014b719104ca,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999979283493444,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
c75ff3f7-11e3-439b-acd5-d57cd80e844b,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999985153141716,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
c75ff3f7-11e3-439b-acd5-d57cd80e844b,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999979226648411,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
d05b26da-43c3-4594-a9b3-2e052c8e6e78,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999982939057679,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
d05b26da-43c3-4594-a9b3-2e052c8e6e78,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999982044940887,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
d05b26da-43c3-4594-a9b3-2e052c8e6e78,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999979945030065,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
114a465c-755c-4a93-b18b-8b0fdc51ba44,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999984530066197,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
114a465c-755c-4a93-b18b-8b0fdc51ba44,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999979847599894,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
64e6aa6c-9f6e-4878-83ff-7fccbd15a53d,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999977506236446,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
64e6aa6c-9f6e-4878-83ff-7fccbd15a53d,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999968536515756,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
64e6aa6c-9f6e-4878-83ff-7fccbd15a53d,S006_cashflow_stabilise_before_deductions,Cashflow Stabilisation Before Deduction Expansion,0.9999952868925873,"expected_tax_savings_lkr is set to 0 in current year; strategy improves feasibility and adoption probability for future tax-saving actions.
..."
239f5ce4-7469-4246-8af2-7c87562314df,S006_cashflow_stabilise_before_deductions,Cashflow Stabilisation Before Deduction Expansion,0.9999970916894159,"expected_tax_savings_lkr is set to 0 in current year; strategy improves feasibility and adoption probability for future tax-saving actions.
..."
5d40fbb4-b4db-496c-9d46-c7574ffda0bc,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999984349110677,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
5d40fbb4-b4db-496c-9d46-c7574ffda0bc,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999982044941071,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
5d40fbb4-b4db-496c-9d46-c7574ffda0bc,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999971603238338,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
5a09a78e-af21-4940-b7b7-f4224d1feb03,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999985030859998,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
5a09a78e-af21-4940-b7b7-f4224d1feb03,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999982044941378,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
5a09a78e-af21-4940-b7b7-f4224d1feb03,S006_cashflow_stabilise_before_deductions,Cashflow Stabilisation Before Deduction Expansion,0.9999928318660075,"expected_tax_savings_lkr is set to 0 in current year; strategy improves feasibility and adoption probability for future tax-saving actions.
..."
c2c62554-8cac-4de3-91b3-1d55adb44465,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999982044941418,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
c2c62554-8cac-4de3-91b3-1d55adb44465,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999968239639814,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
d745d329-ad58-4db3-b598-a744ce8ef4a2,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999984349110677,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
d745d329-ad58-4db3-b598-a744ce8ef4a2,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.999998204494128,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
d745d329-ad58-4db3-b598-a744ce8ef4a2,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.999997967467022,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
3b5a3963-db0e-4743-853f-6a78ec73fad4,S006_cashflow_stabilise_before_deductions,Cashflow Stabilisation Before Deduction Expansion,0.9999973122318476,"expected_tax_savings_lkr is set to 0 in current year; strategy improves feasibility and adoption probability for future tax-saving actions.
..."
92f04b63-7d3a-433e-a94b-6cbcee510ee0,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999983532809168,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
92f04b63-7d3a-433e-a94b-6cbcee510ee0,S006_cashflow_stabilise_before_deductions,Cashflow Stabilisation Before Deduction Expansion,0.9999971851013993,"expected_tax_savings_lkr is set to 0 in current year; strategy improves feasibility and adoption probability for future tax-saving actions.
..."
92f04b63-7d3a-433e-a94b-6cbcee510ee0,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999967986875018,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
a61b2a97-9d38-426f-8346-fcf4d65a3ffe,S006_cashflow_stabilise_before_deductions,Cashflow Stabilisation Before Deduction Expansion,0.9999977381625558,"expected_tax_savings_lkr is set to 0 in current year; strategy improves feasibility and adoption probability for future tax-saving actions.
..."
a61b2a97-9d38-426f-8346-fcf4d65a3ffe,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.99998752924033,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
d849e69c-d93f-4805-98a4-0404d267c60f,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999982176329798,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
d849e69c-d93f-4805-98a4-0404d267c60f,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999977574474226,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
5fd16637-fc20-4d4c-b2dc-da687a2aebbf,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999984600435512,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
5fd16637-fc20-4d4c-b2dc-da687a2aebbf,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999978721394441,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
7201b0f6-6b6d-48fb-a3e7-5bc7d770d79a,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999985317759336,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
7201b0f6-6b6d-48fb-a3e7-5bc7d770d79a,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.999997765633418,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
6a59a934-f728-4067-9e64-0cbe751f25af,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999982044941071,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
6a59a934-f728-4067-9e64-0cbe751f25af,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.999998180819427,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
08470ada-bcad-4adb-a8a7-fdeb9797f36f,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.999998204494128,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
888e4b24-901c-4392-ae62-4195c2b1a1e7,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999984919355768,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
888e4b24-901c-4392-ae62-4195c2b1a1e7,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999979796266544,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
9f5acbdd-3922-4065-85c0-d9f9edcf6f09,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999984898165724,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
9f5acbdd-3922-4065-85c0-d9f9edcf6f09,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999982044940887,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
9f5acbdd-3922-4065-85c0-d9f9edcf6f09,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999978963042497,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
426a8538-f711-45e3-b2a6-f8ffd23f421b,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999984975139277,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
426a8538-f711-45e3-b2a6-f8ffd23f421b,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.999998204494128,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
426a8538-f711-45e3-b2a6-f8ffd23f421b,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.999997995506929,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
a497dd92-8b0e-49db-9bf2-39e3fe37591b,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999982291482814,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
a497dd92-8b0e-49db-9bf2-39e3fe37591b,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999982044940887,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
a497dd92-8b0e-49db-9bf2-39e3fe37591b,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999973203854006,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
94609be5-c6a0-4a2d-a441-8ce761240ec1,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999982053897668,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
46db6991-539a-4656-b3c4-8baccad68002,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.999998521123275,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
46db6991-539a-4656-b3c4-8baccad68002,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999982044941071,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
6f813e1c-3991-4553-b0a9-a187ee741d6b,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999985103868386,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
